model_name,overall_score,param_significance_score,info_criteria_score,residual_diag_score,stability_score,sign_bias_score,gof_score,garch_type,garch_p,garch_q,arma_p,arma_d,arma_q,distribution,loglikelihood,AIC,BIC,mu_estimate,mu_p_value,ar1_estimate,ar1_p_value,ma1_estimate,ma1_p_value,omega_estimate,omega_p_value,alpha1_estimate,alpha1_p_value,beta1_estimate,beta1_p_value,beta2_estimate,beta2_p_value,shape_estimate,shape_p_value,ljung_box_res_p_value,ljung_box_sq_res_p_value,nyblom_joint_statistic,sign_bias_t_value,sign_bias_p_value,negative_sign_bias_t_value,negative_sign_bias_p_value,positive_sign_bias_t_value,positive_sign_bias_p_value,joint_effect_t_value,joint_effect_p_value,alpha2_estimate,alpha2_p_value,gamma1_estimate,gamma1_p_value,gamma2_estimate,gamma2_p_value,skew_estimate,skew_p_value,arch_lm_p_value,key_strengths
series_1_model_67_summary.txt,0.7517727020317937,0.25,0.1103456,0.25,0.04142710157601868,0.1,4.55775e-10,eGARCH,1.0,1.0,0.0,0.0,1.0,std,-3924.201,2.1707,2.1827,0.028556,2.3e-05,,,-0.069813,0.0,-0.021314,0.0,-0.174317,0.0,0.977391,0.0,,,5.191229,0.0,0.8812,0.2172,3.1867,1.638,0.1015,1.7827,0.07473,0.7972,0.4254,6.3333,0.09648,,,0.183468,0.0,,,,,0.7019,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.110)"
series_1_model_66_summary.txt,0.7517007372377188,0.25,0.110344,0.25,0.04135673533159374,0.1,1.9061250000000004e-09,eGARCH,1.0,1.0,1.0,0.0,0.0,std,-3924.275,2.1708,2.1827,0.027776,9.1e-05,-0.069142,0.0,,,-0.021209,0.0,-0.175138,0.0,0.97732,0.0,,,5.198233,0.0,0.8564,0.2047,3.1884,1.6039,0.10881,1.765,0.07764,0.7975,0.42523,6.1604,0.10406,,,0.183223,0.0,,,,,0.6981,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.110)"
series_3_model_124_summary.txt,0.7514931196728059,0.25,0.19708112,0.19482691666666666,0.041154583006139236,0.06843049999999999,6.103987500000001e-22,gjrGARCH,1.0,2.0,1.0,0.0,1.0,std,989.6277,-0.54148,-0.52609,-0.406866,0.0,0.98486,0.0,-0.076282,0.0,0.004288,0.0,0.224139,0.0,0.768548,0.0,0.02475,0.0,4.549407,0.0,0.7567,0.367,3.6133,2.7308,0.006348,0.7747,0.438554,2.0097,0.044538,8.5462,0.035975,,,-0.272486,0.0,,,,,,"Parameter significance (0.250), Information criteria (0.197), Residual diagnostics (0.195)"
series_2_model_38_summary.txt,0.7512562919877802,0.22321428571428573,0.1056112,0.25,0.022430806273494516,0.1,0.05,sGARCH,2.0,1.0,1.0,0.0,0.0,sstd,-4189.502,2.3178,2.3315,0.008493,0.496983,0.087885,0.0,,,0.017155,0.003773,0.10631,6e-06,0.875237,0.0,,,5.964506,0.0,0.6502,0.1727,4.0102,0.90538,0.3653,1.06237,0.2881,0.07652,0.939,1.45933,0.6917,0.0,0.999999,,,,,1.026866,0.0,,"Residual diagnostics (0.250), Parameter significance (0.223), Information criteria (0.106)"
series_2_model_58_summary.txt,0.7505818843198875,0.21875,0.10325760000000002,0.25,0.07857356298738745,0.1,7.213324999999999e-07,eGARCH,1.0,2.0,1.0,0.0,0.0,norm,-4325.267,2.3922,2.4042,0.013999,0.261042,0.079435,0.000363,,,0.000342,0.934839,0.054032,1.1e-05,0.829903,0.0,0.138628,0.0,,,0.2274,0.2902,2.5466,0.9463,0.3441,1.3958,0.1629,1.1048,0.2693,3.307,0.3467,,,0.287241,0.0,,,,,,"Residual diagnostics (0.250), Parameter significance (0.219), Information criteria (0.103)"
series_2_model_39_summary.txt,0.7504121723780205,0.22321428571428573,0.10562720000000002,0.25,0.021570686663734732,0.1,0.05,sGARCH,2.0,1.0,0.0,0.0,1.0,sstd,-4188.682,2.3173,2.331,0.008519,0.49444,,,0.093052,0.0,0.017146,0.003848,0.106272,6e-06,0.87528,0.0,,,5.960727,0.0,0.8518,0.1707,4.0493,1.6629,0.09642,1.4294,0.15297,0.2918,0.77046,3.38,0.33666,0.0,0.999999,,,,,1.027245,0.0,,"Residual diagnostics (0.250), Parameter significance (0.223), Information criteria (0.106)"
series_3_model_52_summary.txt,0.7494570938889407,0.25,0.19388608000000002,0.19444445109444444,0.011126562794496178,0.1,6.536882500000001e-45,eGARCH,1.0,1.0,1.0,0.0,1.0,norm,803.7071,-0.43993,-0.42795,-0.406869,0.006319,0.995208,0.0,-0.107987,0.0,-0.252526,0.0,0.233534,0.0,0.925071,0.0,,,,,0.4936,0.9036,4.5013,1.2235,0.2212,1.1821,0.2372,0.3973,0.6912,1.8672,0.6004,,,0.042427,0.0,,,,,0.6303,"Parameter significance (0.250), Residual diagnostics (0.194), Information criteria (0.194)"
series_2_model_11_summary.txt,0.7491753306268913,0.2125,0.1032992,0.25,0.08337389861189126,0.1,2.232015e-06,sGARCH,1.0,2.0,0.0,0.0,1.0,norm,-4325.525,2.3918,2.402,-0.001352,0.912684,,,0.079492,2.3e-05,0.022418,2e-06,0.148082,0.0,0.647191,9.4e-05,0.185892,0.219086,,,0.3396,0.7164,2.2673,1.396,0.1628,0.5902,0.5551,0.836,0.4032,1.9941,0.5736,,,,,,,,,,"Residual diagnostics (0.250), Parameter significance (0.212), Information criteria (0.103)"
series_3_model_76_summary.txt,0.7478050650960799,0.25,0.19742672000000003,0.19444472027782014,0.005933624818259808,0.1,2.09064237375e-25,eGARCH,1.0,2.0,1.0,0.0,1.0,std,1009.186,-0.55228,-0.53689,-0.406869,0.129023,0.988104,0.0,-0.087441,6e-06,-0.247364,0.0,0.220759,0.0,1.0,0.0,-0.0714,0.0,4.74043,0.0,0.8766,0.7796,5.55,1.4413,0.1496,0.5975,0.5502,0.8365,0.403,2.1463,0.5426,,,0.069732,0.000212,,,,,,"Parameter significance (0.250), Information criteria (0.197), Residual diagnostics (0.194)"
series_2_model_50_summary.txt,0.7464283070036385,0.2125,0.1033008,0.25,0.08062713812113849,0.1,3.6888249999999997e-07,eGARCH,1.0,1.0,1.0,0.0,0.0,norm,-4325.441,2.3917,2.402,0.014258,0.268858,0.079423,4.2e-05,,,-0.000142,0.970951,0.049365,1.3e-05,0.970407,0.0,,,,,0.2317,0.1196,2.3008,1.0297,0.30321,1.6997,0.08926,0.8201,0.41224,3.6388,0.3032,,,0.260731,0.0,,,,,0.9149,"Residual diagnostics (0.250), Parameter significance (0.212), Information criteria (0.103)"
series_2_model_100_summary.txt,0.7463687077971586,0.1875,0.1034368,0.25,0.10541819972315852,0.1,1.3708074e-05,gjrGARCH,1.0,1.0,1.0,0.0,1.0,norm,-4315.22,2.3866,2.3986,0.013544,0.282049,-0.160397,0.362145,0.240377,0.164687,0.020488,2e-06,0.173443,0.0,0.851239,0.0,,,,,0.3547,0.2681,2.2527,1.735,0.08288,1.678,0.09338,1.219,0.22306,4.498,0.21245,,,-0.082755,4.5e-05,,,,,0.7179,"Residual diagnostics (0.250), Parameter significance (0.188), Parameter stability (0.105)"
series_3_model_114_summary.txt,0.7461425031744147,0.25,0.19691152,0.16672491268333334,0.03745107049108133,0.095055,1.8539844325e-21,gjrGARCH,1.0,1.0,1.0,0.0,0.0,std,974.9237,-0.53447,-0.5225,-0.406869,0.0,0.981748,0.0,,,0.004587,0.0,0.234023,0.0,0.7787,0.0,,,4.4871,0.0,0.0001048,0.3834,3.2876,2.0534,0.04011,0.4641,0.64262,1.8037,0.07137,5.3326,0.149,,,-0.269402,0.0,,,,,0.2753,"Parameter significance (0.250), Information criteria (0.197), Residual diagnostics (0.167)"
series_2_model_59_summary.txt,0.7449984608725615,0.21875,0.10326400000000001,0.25,0.07298363909888649,0.1,8.217736749999998e-07,eGARCH,1.0,2.0,0.0,0.0,1.0,norm,-4324.917,2.392,2.404,0.012457,0.269725,,,0.080013,1.1e-05,0.000288,0.945044,0.053311,1.2e-05,0.829326,0.0,0.139287,0.0,,,0.2395,0.2884,2.6204,1.53,0.12615,1.675,0.09404,1.382,0.16716,4.718,0.19367,,,0.286958,0.0,,,,,,"Residual diagnostics (0.250), Parameter significance (0.219), Information criteria (0.103)"
series_2_model_127_summary.txt,0.7441387887468439,0.1527777777777778,0.1056368,0.25,0.08572421096906609,0.1,0.05,gjrGARCH,2.0,2.0,0.0,0.0,1.0,std,-4182.992,2.3153,2.3324,0.010059,0.403921,,,0.092238,0.0,0.015169,0.061858,0.126275,0.000694,0.820248,0.002323,0.06547,0.770664,6.066985,0.0,0.9103,0.4412,3.0995,1.7003,0.08915,0.9631,0.33556,0.6972,0.48575,2.9164,0.4047,0.0,0.999998,0.003023,0.947127,-0.060483,0.211801,,,,"Residual diagnostics (0.250), Parameter significance (0.153), Information criteria (0.106)"
series_3_model_46_summary.txt,0.7432549858995303,0.1953125,0.19733648,0.1667739472222233,0.043217058677306935,0.090615,0.05,sGARCH,2.0,2.0,1.0,0.0,0.0,sstd,1004.079,-0.54946,-0.53407,-0.227908,0.13386,0.980324,0.0,,,0.005853,0.000489,0.163014,0.0,0.676877,0.037162,0.0,0.999998,4.63526,0.0,0.0001926,0.6635,3.5644,1.1477,0.25116,1.589,0.11214,0.6058,0.5447,8.8588,0.03123,0.039953,0.579078,,,,,1.290889,0.0,,"Information criteria (0.197), Parameter significance (0.195), Residual diagnostics (0.167)"
series_2_model_64_summary.txt,0.7424742089455362,0.1736111111111111,0.10319360000000002,0.25,0.11566930422262996,0.1,1.9361179500000002e-07,eGARCH,2.0,2.0,1.0,0.0,1.0,norm,-4321.278,2.3916,2.4088,0.013065,0.219333,-0.129229,1.7e-05,0.210722,0.0,4.4e-05,0.989561,0.008075,0.720715,0.999985,0.0,-0.025217,0.168705,,,0.3119,0.4778,2.7999,1.8748,0.06091,0.9746,0.32985,1.2165,0.22387,3.684,0.29766,0.044986,0.044942,0.297441,0.0,-0.068464,0.042829,,,,"Residual diagnostics (0.250), Parameter significance (0.174), Parameter stability (0.116)"
series_2_model_22_summary.txt,0.7421934959319333,0.21875,0.10564640000000002,0.25,0.01779709593193321,0.1,0.05,sGARCH,2.0,1.0,1.0,0.0,0.0,std,-4190.099,2.3176,2.3295,0.004015,0.734143,0.088509,0.0,,,0.016727,0.003965,0.104606,7e-06,0.877359,0.0,,,5.974435,0.0,0.6793,0.1566,4.0316,0.8593,0.3902,1.0811,0.2797,0.1171,0.9068,1.4506,0.6937,0.0,0.999999,,,,,,,,"Residual diagnostics (0.250), Parameter significance (0.219), Information criteria (0.106)"
series_2_model_51_summary.txt,0.7418452139400462,0.2125,0.1033056,0.25,0.07603815806554627,0.1,1.4558745e-06,eGARCH,1.0,1.0,0.0,0.0,1.0,norm,-4325.097,2.3916,2.4018,0.013339,0.067237,,,0.079898,1e-06,-0.000157,0.967584,0.048844,8e-06,0.970473,0.0,,,,,0.2412,0.1176,2.3594,1.546,0.12223,1.947,0.05162,1.066,0.2867,4.936,0.17652,,,0.260371,0.0,,,,,0.9263,"Residual diagnostics (0.250), Parameter significance (0.212), Information criteria (0.103)"
series_1_model_75_summary.txt,0.7417124492369218,0.25,0.11028960000000002,0.25,0.03142284870619679,0.1,5.307249999999999e-10,eGARCH,1.0,2.0,0.0,0.0,1.0,std,-3924.746,2.1716,2.1853,0.028475,2.7e-05,,,-0.069708,0.0,-0.020966,0.0,-0.170864,0.0,0.999149,0.0,-0.021502,0.0,5.185889,0.0,0.8835,0.2028,3.6731,1.668,0.09543,1.743,0.08139,0.805,0.42085,6.417,0.09298,,,0.180887,0.0,,,,,,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.110)"
series_1_model_74_summary.txt,0.7415557290411744,0.25,0.11028960000000002,0.25,0.03126612659444943,0.1,2.446725e-09,eGARCH,1.0,2.0,1.0,0.0,0.0,std,-3924.82,2.1716,2.1853,0.027632,0.00034,-0.06907,0.0,,,-0.020862,0.0,-0.171754,0.0,0.998535,0.0,-0.020977,0.0,5.193781,0.0,0.8602,0.1918,3.6781,1.6336,0.1024,1.7268,0.0843,0.8056,0.4205,6.244,0.1003,,,0.180743,0.0,,,,,,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.110)"
series_2_model_138_summary.txt,0.7415255793103449,0.2265625,0.10565920000000001,0.25,0.009303879310344815,0.1,0.05,gjrGARCH,1.0,2.0,1.0,0.0,0.0,sstd,-4184.291,2.3155,2.3308,0.015764,0.218073,0.08849,0.0,,,0.019884,0.000464,0.158856,0.0,0.642942,2e-05,0.209912,0.130729,6.041417,0.0,0.6741,0.3036,2.1761,1.234,0.2175,1.439,0.1502,0.804,0.4215,2.754,0.4312,,,-0.065139,0.00937,,,1.031932,0.0,,"Residual diagnostics (0.250), Parameter significance (0.227), Information criteria (0.106)"
series_2_model_23_summary.txt,0.7415237467016607,0.21875,0.1056608,0.25,0.017112946701660598,0.1,0.05,sGARCH,2.0,1.0,0.0,0.0,1.0,std,-4189.296,2.3171,2.3291,0.003985,0.735196,,,0.093555,0.0,0.01671,0.004048,0.104543,7e-06,0.877434,0.0,,,5.970914,0.0,0.8791,0.1544,4.0708,1.6016,0.1093,1.4418,0.1494,0.2454,0.8062,3.2571,0.3537,0.0,0.999996,,,,,,,,"Residual diagnostics (0.250), Parameter significance (0.219), Information criteria (0.106)"
series_3_model_94_summary.txt,0.7410431366612441,0.21875,0.19908016,0.16667298890001112,0.006539987761233003,0.1,0.05,eGARCH,2.0,2.0,1.0,0.0,0.0,sstd,1107.853,-0.60566,-0.58685,0.406868,0.139987,0.988461,0.0,,,-0.329949,0.0,0.259223,0.0,0.782991,0.0,0.118013,0.0,5.135373,0.0,1.138e-05,0.9676,5.8827,0.09869,0.9214,0.02489,0.9801,0.35871,0.7198,0.1369,0.9871,0.090131,0.000352,0.025828,0.49071,0.056475,0.08497,1.411686,0.0,,"Parameter significance (0.219), Information criteria (0.199), Residual diagnostics (0.167)"
series_2_model_25_summary.txt,0.7408703085210421,0.2375,0.10548640000000001,0.16666777138888889,0.11707740463123939,0.1,0.014138732500913749,sGARCH,1.0,2.0,0.0,0.0,0.0,std,-4201.761,2.3234,2.3337,0.003829,0.72468,,,,,0.020821,0.000326,0.133395,0.0,0.571619,7.1e-05,0.272795,0.039962,6.076812,0.0,1.267e-06,0.4735,1.9278,1.348,0.1777,0.8243,0.4098,0.4437,0.6573,1.8999,0.5934,,,,,,,,,,"Parameter significance (0.237), Residual diagnostics (0.167), Parameter stability (0.117)"
series_2_model_139_summary.txt,0.740059375862069,0.2265625,0.10567359999999999,0.25,0.007823275862068962,0.1,0.05,gjrGARCH,1.0,2.0,0.0,0.0,1.0,sstd,-4183.475,2.315,2.3304,0.015734,0.217391,,,0.093677,0.0,0.019834,0.000479,0.158559,0.0,0.642142,2.1e-05,0.210963,0.129327,6.035597,0.0,0.8772,0.2984,2.199,1.762,0.07817,1.688,0.09152,1.068,0.28577,4.319,0.229,,,-0.064975,0.009377,,,1.032223,0.0,,"Residual diagnostics (0.250), Parameter significance (0.227), Information criteria (0.106)"
series_3_model_10_summary.txt,0.7391829058631582,0.2125,0.19183904000000002,0.16670673806111114,0.07629712780204706,0.09184,4.643975e-48,sGARCH,1.0,2.0,1.0,0.0,0.0,norm,685.311,-0.3751,-0.36484,-0.406869,0.009936,0.984461,0.0,,,0.007874,0.0,0.161518,0.0,0.664776,0.0,0.0,0.999999,,,7.211e-05,0.8105,2.356,1.668,0.09532,0.88,0.37893,0.419,0.67525,8.692,0.03368,,,,,,,,,,"Parameter significance (0.212), Information criteria (0.192), Residual diagnostics (0.167)"
series_3_model_140_summary.txt,0.738306976998082,0.22916666666666666,0.19855184000000003,0.19525746111111109,0.0039010092203042397,0.06143,0.05,gjrGARCH,1.0,2.0,1.0,0.0,1.0,sstd,1075.408,-0.5883,-0.57119,0.105474,0.56385,0.98561,0.0,-0.085775,0.0,0.004196,0.0,0.25167,0.0,0.784308,0.0,0.0,1.0,4.909132,0.0,0.7844,0.262,6.1894,2.46258,0.01384,0.09663,0.92303,2.23152,0.02571,8.71629,0.03331,,,-0.2771,0.0,,,1.36254,0.0,,"Parameter significance (0.229), Information criteria (0.199), Residual diagnostics (0.195)"
series_2_model_102_summary.txt,0.7378368718339137,0.17857142857142858,0.10342240000000001,0.25,0.10584071699323512,0.1,2.32626925e-06,gjrGARCH,2.0,1.0,1.0,0.0,0.0,norm,-4313.493,2.3862,2.3999,0.013395,0.29593,0.076495,2.7e-05,,,0.016895,0.00036,0.150946,3e-06,0.875073,0.0,,,,,0.3389,0.591,2.4587,1.1134,0.2656,0.5592,0.576,0.7347,0.4626,1.3019,0.7287,0.0,1.0,-0.017669,0.65294,-0.063935,0.095057,,,,"Residual diagnostics (0.250), Parameter significance (0.179), Parameter stability (0.106)"
series_2_model_89_summary.txt,0.7367089267196183,0.23214285714285715,0.1054192,0.1666668777111111,0.10698999164897506,0.1,0.025490000216675003,eGARCH,1.0,2.0,0.0,0.0,0.0,sstd,-4200.371,2.3238,2.3375,0.014608,0.208296,,,,,-0.013841,0.011155,0.033611,0.025488,0.705035,0.0,0.266209,0.0,5.935605,0.0,2.685e-07,0.1787,2.4479,1.3321,0.18292,1.7262,0.08439,0.7123,0.47634,3.5283,0.31711,,,0.269257,0.0,,,1.026288,0.0,,"Parameter significance (0.232), Residual diagnostics (0.167), Parameter stability (0.107)"
series_3_model_12_summary.txt,0.7360983386739002,0.21875,0.191996,0.19466148333333333,0.07075585534056682,0.05993500000000001,9.213138749999999e-49,sGARCH,1.0,2.0,1.0,0.0,1.0,norm,696.7376,-0.38086,-0.36889,-0.406869,0.0095,0.986488,0.0,-0.09766,2e-06,0.007674,0.0,0.160849,0.0,0.669336,0.0,0.0,1.0,,,0.5929,0.67,2.6514,2.4284,0.015215,0.5664,0.571173,0.6899,0.490297,12.9916,0.004655,,,,,,,,,,"Parameter significance (0.219), Residual diagnostics (0.195), Information criteria (0.192)"
series_3_model_104_summary.txt,0.7355565733605333,0.2265625,0.19307552,0.19449076777777777,0.038967785582755515,0.08246,7.960999999999999e-46,gjrGARCH,2.0,1.0,1.0,0.0,1.0,norm,762.9315,-0.41631,-0.40091,-0.378527,0.0,0.98983,0.0,-0.102736,0.0,0.005626,0.0,0.212787,0.0,0.760672,0.0,,,,,0.4096,0.2661,3.6679,2.3027,0.02135,0.1326,0.89454,1.6425,0.10058,8.1215,0.04357,3e-06,0.38469,-0.188156,0.0,-0.059047,0.0,,,,"Parameter significance (0.227), Residual diagnostics (0.194), Information criteria (0.193)"
series_3_model_48_summary.txt,0.7351951155750371,0.1875,0.19762688,0.1949175883333333,0.0659723222417038,0.0603235,0.028854825,sGARCH,2.0,2.0,1.0,0.0,1.0,sstd,1023.055,-0.55939,-0.54229,-0.292007,0.093024,0.983508,0.0,-0.108969,0.0,0.006114,0.002168,0.12774,5e-06,0.577916,0.105552,0.079527,0.75971,4.674204,0.0,0.2358,0.9276,3.3614,2.3754,0.017581,0.6772,0.498326,0.4946,0.620903,13.8848,0.003066,0.084705,0.242964,,,,,1.3035,0.0,,"Information criteria (0.198), Residual diagnostics (0.195), Parameter significance (0.188)"
series_2_model_17_summary.txt,0.7343414464373182,0.25,0.1055056,0.16666739594444446,0.09543403674260655,0.1,0.01673441375026725,sGARCH,1.0,1.0,0.0,0.0,0.0,std,-4203.132,2.3237,2.3322,0.004018,0.711158,,,,,0.017758,0.000332,0.110345,0.0,0.870869,0.0,,,6.072174,0.0,8.462e-07,0.1731,1.9222,1.37438,0.1694,1.25362,0.2101,0.07102,0.9434,2.61469,0.4549,,,,,,,,,0.945,"Parameter significance (0.250), Residual diagnostics (0.167), Information criteria (0.106)"
series_2_model_108_summary.txt,0.7320477517955599,0.16964285714285715,0.1033936,0.25,0.10900952830995282,0.1,1.76634275e-06,gjrGARCH,1.0,2.0,1.0,0.0,1.0,norm,-4315.076,2.3871,2.4008,0.013067,0.299988,-0.161141,0.361745,0.240955,0.165059,0.021814,4e-06,0.189498,0.0,0.680356,9e-06,0.157438,0.264559,,,0.3562,0.4398,2.4292,1.698,0.08954,1.504,0.13255,1.41,0.15851,4.403,0.2211,,,-0.09061,8.4e-05,,,,,,"Residual diagnostics (0.250), Parameter significance (0.170), Parameter stability (0.109)"
series_1_model_68_summary.txt,0.7319927081536235,0.22321428571428573,0.1102992,0.25,0.04847922201545276,0.1,4.2388500000000003e-10,eGARCH,1.0,1.0,1.0,0.0,1.0,std,-3924.194,2.1713,2.185,0.028655,0.000313,0.031504,0.350708,-0.100959,0.000172,-0.021323,0.0,-0.174066,0.0,0.977389,0.0,,,5.189836,0.0,0.8666,0.2233,3.2395,1.6077,0.108,1.7719,0.0765,0.8152,0.415,6.2606,0.0996,,,0.183577,0.0,,,,,0.7016,"Residual diagnostics (0.250), Parameter significance (0.223), Information criteria (0.110)"
series_2_model_62_summary.txt,0.7284363638153308,0.1640625,0.1032288,0.25,0.11114495987148092,0.1,1.0394385e-07,eGARCH,2.0,2.0,1.0,0.0,0.0,norm,-4321.871,2.3914,2.4068,0.015033,0.228895,0.081207,1.8e-05,,,8.9e-05,0.979166,0.009047,0.689742,0.999981,0.0,-0.025419,0.169883,,,0.3058,0.486,2.6198,1.1141,0.2653,0.6085,0.5429,0.8528,0.3938,1.4111,0.7029,0.045338,0.04346,0.298214,0.0,-0.068156,0.043599,,,,"Residual diagnostics (0.250), Parameter significance (0.164), Parameter stability (0.111)"
series_2_model_56_summary.txt,0.7277038873616939,0.1796875,0.10323840000000001,0.25,0.09477780848017149,0.1,1.7888152250000001e-07,eGARCH,2.0,1.0,1.0,0.0,1.0,norm,-4321.304,2.3911,2.4065,0.013038,0.245071,-0.130506,1.4e-05,0.212012,0.0,2.3e-05,0.994878,0.007889,0.726821,0.973979,0.0,,,,,0.3126,0.4696,2.7791,1.8583,0.06321,0.9752,0.32954,1.1971,0.23136,3.6151,0.30614,0.046499,0.038572,0.296672,0.0,-0.060925,0.081499,,,,"Residual diagnostics (0.250), Parameter significance (0.180), Information criteria (0.103)"
series_3_model_66_summary.txt,0.7262267657090079,0.25,0.19726704,0.1666728055593711,0.012286920149636829,0.1,1.6995850650000004e-25,eGARCH,1.0,1.0,1.0,0.0,0.0,std,995.0422,-0.54558,-0.53361,-0.406868,0.047884,0.987027,0.0,,,-0.268911,0.0,0.248412,0.0,0.922756,0.0,,,4.684094,0.0,1.105e-05,0.7149,4.4021,0.811,0.4174,0.6861,0.4927,0.8678,0.3856,1.2261,0.7468,,,0.075806,0.000215,,,,,0.3972,"Parameter significance (0.250), Information criteria (0.197), Residual diagnostics (0.167)"
series_2_model_73_summary.txt,0.7260501889525985,0.22916666666666666,0.105456,0.16666688389999998,0.093525609210932,0.1,0.031235029175,eGARCH,1.0,2.0,0.0,0.0,0.0,std,-4200.939,2.3235,2.3355,0.010346,0.342239,,,,,-0.013769,0.010579,0.033139,0.026853,0.701382,0.0,0.270472,0.0,5.953272,0.0,2.767e-07,0.1674,2.3724,1.3225,0.18608,1.7488,0.08042,0.6901,0.49019,3.572,0.31154,,,0.266755,0.0,,,,,,"Parameter significance (0.229), Residual diagnostics (0.167), Information criteria (0.105)"
series_1_model_120_summary.txt,0.7259798844527825,0.25,0.102552,0.1780216728777778,0.14587284157500466,0.049235,0.00029837000000000006,gjrGARCH,2.0,1.0,1.0,0.0,1.0,std,-4357.551,2.4117,2.4288,0.041189,0.0,-0.081739,0.0,0.117529,0.0,0.071187,0.0,0.108113,0.0,0.899069,0.0,,,2.667636,0.0,0.009889,0.8848,2.5679,2.3679,0.01794,2.3826,0.01724,0.6708,0.50236,10.7285,0.01329,0.00792,0.0,-0.530639,0.0,-0.478922,0.0,,,,"Parameter significance (0.250), Residual diagnostics (0.178), Parameter stability (0.146)"
series_3_model_112_summary.txt,0.7250643798395588,0.25,0.19300448000000003,0.19477981111111112,0.0028400887284477368,0.08444000000000002,1.4359800000000005e-49,gjrGARCH,2.0,2.0,1.0,0.0,1.0,norm,761.4603,-0.41494,-0.39784,-0.181192,0.0,0.989017,0.0,-0.084827,0.0,0.007177,0.0,0.172694,0.0,0.458247,0.0,0.239543,0.0,,,0.9887,0.581,6.5068,2.349,0.01888,0.3119,0.75515,1.067,0.28606,7.0568,0.07011,0.099131,0.0,-0.185237,0.0,-0.13352,0.0,,,,"Parameter significance (0.250), Residual diagnostics (0.195), Information criteria (0.193)"
series_2_model_4_summary.txt,0.7239266453264742,0.175,0.1033008,0.25,0.09562509581147428,0.1,7.49515e-07,sGARCH,1.0,1.0,1.0,0.0,1.0,norm,-4325.353,2.3917,2.402,-0.001117,0.926848,-0.172716,0.324957,0.251249,0.144673,0.020407,1e-06,0.131826,0.0,0.851235,0.0,,,,,0.3053,0.451,2.1302,1.2865,0.1984,0.7516,0.4524,0.5471,0.5843,1.6725,0.6431,,,,,,,,,0.8758,"Residual diagnostics (0.250), Parameter significance (0.175), Information criteria (0.103)"
series_3_model_86_summary.txt,0.7227939855144283,0.2013888888888889,0.19912416000000002,0.16667326667823334,0.005607669947305951,0.1,0.05,eGARCH,2.0,1.0,1.0,0.0,0.0,sstd,1107.792,-0.60618,-0.58908,0.406869,0.106672,0.988372,0.0,,,-0.297168,0.0,0.258146,0.0,0.910793,0.0,,,5.125628,0.0,1.188e-05,0.9434,5.8265,0.09809,0.9219,0.0766,0.9389,0.38746,0.6984,0.16081,0.9837,0.055312,0.022999,0.02981,0.379525,0.043477,0.181229,1.412255,0.0,,"Parameter significance (0.201), Information criteria (0.199), Residual diagnostics (0.167)"
series_2_model_93_summary.txt,0.7227683295742123,0.20833333333333334,0.10537440000000001,0.15959486425,0.12420523198512905,0.1,0.025260500005750003,eGARCH,2.0,2.0,0.0,0.0,0.0,sstd,-4197.935,2.3235,2.3406,0.016008,0.170042,,,,,-0.009085,0.000772,0.003799,0.894289,0.999998,0.0,-0.018878,0.0,5.929505,0.0,5.295e-07,0.6446,2.7287,1.3662,0.172,0.6978,0.4853,0.8614,0.3891,1.9312,0.5868,0.026905,0.352965,0.309603,0.0,-0.123614,0.003055,1.029337,0.0,,"Parameter significance (0.208), Residual diagnostics (0.160), Parameter stability (0.124)"
series_3_model_64_summary.txt,0.7227629263280595,0.2222222222222222,0.19390112000000004,0.1944444711500002,0.012195112955837122,0.1,1.6574915e-43,eGARCH,2.0,2.0,1.0,0.0,1.0,norm,812.1987,-0.44296,-0.42586,-0.406869,0.041208,0.995537,0.0,-0.105592,0.0,-0.464145,0.0,0.182744,0.0,0.040546,0.016509,0.82205,0.0,,,0.5692,0.9606,5.0496,1.1637,0.2446,0.5133,0.6077,0.3187,0.75,1.4793,0.6871,0.246974,0.0,0.090604,2.2e-05,-0.010893,0.579874,,,,"Parameter significance (0.222), Residual diagnostics (0.194), Information criteria (0.194)"
series_3_model_126_summary.txt,0.7223868848461785,0.25,0.19679232000000002,0.16672314111666667,0.008871423729511843,0.1,1.168027e-22,gjrGARCH,2.0,2.0,1.0,0.0,0.0,std,975.8274,-0.53331,-0.51621,-0.289316,0.0,0.981302,0.0,,,0.005684,0.0,0.194161,0.0,0.445571,0.0,0.266179,0.0,4.50982,0.0,0.0001016,0.4768,5.3678,1.65835,0.09733,0.03566,0.97155,1.36804,0.17139,4.04785,0.25634,0.094865,0.0,-0.219751,0.0,-0.11782,0.0,,,,"Parameter significance (0.250), Information criteria (0.197), Residual diagnostics (0.167)"
